DRUGBANK_ID,pipe_genesymbol
DB01268,BAP1
DB00715,HTR1B
DB13044,MAPK1
DB07495,PIM1
DB00996,CACNG5
DB00650,GSTP1
DB16101,APEX1
DB00794,GABRE
DB02546,SMARCB1
DB00618,NR1I2
DB03880,CXCL2
DB04868,PDGFRB
DB00398,PLK4
DB02709,GFER
DB00479,SMN1
DB09225,DRD4
DB04786,CCNA2
DB12902,CYP2B6
DB01177,CYP2E1
DB00765,CYP2D6
DB00398,MINK1
DB00966,NPSR1
DB00669,HTR1B
DB00334,DRD3
DB14126,ABCC3
DB00531,CYP2C19
DB09298,ALOX5
DB00619,CYP2F1
DB15586,TP53
DB00842,GABRA6
DB00899,OPRM1
DB00206,LTF
DB04459,THPO
DB13374,CHRM1
DB13502,MAOB
DB02056,PPARG
DB04813,ALOX15B
DB01104,CYP3A5
DB15954,CHRM5
DB09488,HRH1
DB15945,KMT2A
DB00668,MTOR
DB00829,GABRG2
DB12085,BIRC2
DB00860,TAT
DB09039,UGCG
DB12116,APOB
DB00399,GGPS1
DB01437,GABRG2
DB00335,LRRC15
DB00531,SLCO1B1
DB00999,PRKAG2
DB02520,NTRK2
DB00477,CYP2D6
DB00804,CHRM3
DB00959,BDNF
DB00418,GABRA6
DB00993,NUDT15
DB12285,BACE2
DB05458,CHRNA5
DB11952,TP53
DB00806,PDE6C
DB13467,SMAD3
DB01175,HTR1B
DB08162,PRKACA
DB12180,PIK3C2B
DB01162,CYP3A5
DB00227,LPL
DB00524,HSD17B10
DB05022,TOP2B
DB04815,NFE2L2
DB00975,ATM
DB12010,RB1
DB12662,PPARA
DB01215,GABRA6
DB00642,SLC46A1
DB08951,RELA
DB12340,BCL2
DB09065,CYP3A7
DB07810,RGS4
DB06436,YES1
DB01181,GSTP1
DB11396,IDH1
DB00595,PLK1
DB11496,ALDH1A1
DB07159,IRAK4
DB00758,P2RY12
DB00620,NFKB1
DB00227,LIPA
DB11909,PLA2G2A
DB11789,NR1H2
DB05482,BCHE
DB14543,AR
DB00563,TNFAIP3
DB15036,FLT1
DB05611,IL12A
DB06479,RGS4
DB01278,CALCR
DB06623,KCNJ6
DB00678,UGT1A1
DB12511,PPARG
DB11089,USP1
DB12617,EHMT2
DB01445,HTR2A
DB00912,ABCC9
DB00401,CACNA1D
DB05928,RPS6KA3
DB00934,CYP1A2
DB08209,AR
DB06707,ADRA1D
DB06811,AR
DB01364,ADRA1A
DB01259,HLA-DQA1
DB01203,ADRB3
DB00254,MPO
DB00331,FMO5
DB00215,SLC6A2
DB13326,RAPGEF4
DB02546,ACE
DB00091,CYP1A2
DB00448,CYP2D6
DB01119,KCNJ8
DB00744,MMP2
DB13052,PLAU
DB00091,MUC16
DB11913,STK17A
DB14881,OPRM1
DB07159,PRKACA
DB01050,CXCR1
DB01060,CYP2C9
DB04845,KRAS
DB00907,SLC6A4
DB01157,PDF
DB00988,APEX1
DB12962,FRK
DB11259,RELA
DB12558,ERBB4
DB11666,PIK3C3
DB00747,CHRM4
DB00563,SLC16A7
DB14084,NFE2L2
DB00507,VDR
DB06649,GRIN2D
DB00715,FKBP5
DB04824,NR1H4
DB08382,DPP4
DB01235,DRD4
DB01008,CYP2C9
DB01177,DNMT3A
DB03575,GRIN2C
DB13313,DRD4
DB14680,TUBB
DB00834,LIF
DB06702,CHRM2
DB06616,LYN
DB00661,PTPRD
DB01107,GABRB1
DB11967,GNAQ
DB08911,STAG2
DB12598,TRPM7
DB01128,CFLAR
DB00635,MC2R
DB06412,EHMT2
DB00993,ATAD5
DB01544,GABRA1
DB00640,SLC28A3
DB00368,APEX1
DB00750,SCN10A
DB00482,CTNNB1
DB01108,NFE2L2
DB12241,BRAF
DB00627,QPRT
DB16305,BIRC7
DB00396,NPPC
DB08313,TUBB4A
DB00317,ABCB1
DB00563,RB1
DB11507,PTGDR
DB12644,GRM5
DB01151,CYP3A4
DB00776,SCN2A
DB11891,HDAC10
DB01326,ABCC4
DB03419,CCND1
DB11975,KISS1
DB01151,CHRM1
DB00296,G6PD
DB00753,KCNK3
DB00250,HLA-DRB1
DB01607,IL2
DB11836,RB1
DB00996,CACNA1A
DB01036,CYP2D6
DB12001,NRAS
DB04855,KCNA5
DB12515,SMAD3
DB00737,HPN
DB04951,MAPK13
DB00396,TP53
DB01142,SLC6A4
DB11687,HRAS
DB00898,IL1R1
DB05220,FGFR1
DB08889,PSMB1
DB00997,AKR1C3
DB00628,GABRA4
DB00363,CBX1
DB08865,CDKN2A
DB12332,DYRK1A
DB01189,KCNK10
DB01577,ESR1
DB12707,FBXW7
DB01016,CFTR
DB00422,PRL
DB00370,CYP2D6
DB06649,GRIN2C
DB08597,FLT3
DB00471,ABCC9
DB12661,TSHR
DB00357,GNRH1
DB12009,PTGS1
DB11738,CYP2D6
DB00238,CYP3A5
DB01645,TP53
DB13179,CYP1A2
DB12116,BACE1
DB00869,CYP3A4
DB00675,LRMDA
DB00631,APBB1
DB13661,HSD17B10
DB00246,AR
DB04440,TP53
DB09272,OPRM1
DB08437,FCGR3A
DB11762,PSMB7
DB00675,ERBB2
DB01645,NTF3
DB00396,TARDBP
DB00756,USP2
DB00306,GABRA6
DB01097,RAB9A
DB12302,ERBB2
DB00459,RXRG
DB09201,USP1
DB11694,MAP4K4
DB06195,RB1
DB00403,CCKAR
DB11490,OPRK1
DB07159,IKBKE
DB00877,DDIT3
DB00420,HTR2A
DB08951,TP53
DB09072,GABBR2
DB12452,GJB1
DB09053,EGFR
DB13912,HSP90AB1
DB02520,GNRH1
DB00563,NOTCH1
DB00945,COL26A1
DB01189,GABRB2
DB07138,ROS1
DB07615,TP53
DB00252,SCN5A
DB00720,SLC25A6
DB08901,RIPK2
DB09073,CCNE1
DB00705,ABCC3
DB01100,DRD1
DB00189,GABRP
DB08399,POLK
DB02375,ALDH1A1
DB00241,GABRE
DB00257,CYP2C9
DB00270,CACNA1D
DB01005,DNMT1
DB12147,FGFR1
DB01033,HPRT1
DB00878,MMP2
DB15640,PDE4A
DB09213,PTGS2
DB00445,PPP2R5D
DB16332,PPARG
DB06436,FLT3
DB07941,MAPK12
DB01166,PDE3A
DB00961,CYP2C19
DB12369,DYRK3
DB04831,CYP3A4
DB11666,PTEN
DB06433,RRM1
DB00681,DCT
DB01199,ZACN
DB04216,ALOX15
DB15480,CYP3A4
DB00661,TPCN1
DB02329,PANX2
DB05239,MAP2K3
DB13001,VDR
DB05482,UGT1A6
DB04459,MPHOSPH8
DB01168,BAX
DB09119,SCN3A
DB11829,PRKCA
DB00982,TG
DB14104,ALOX15
DB00408,HTR2A
DB01229,RRM1
DB05294,MAP4K4
DB11694,ERBB2
DB05294,ERBB3
DB01299,CYP1A2
DB06819,HDAC9
DB00635,HSD17B10
DB05087,GABRG3
DB11986,FER
DB00991,PTGS1
DB12392,HDAC1
DB00589,ADRA2C
DB15588,PTGS1
DB04690,STAG2
DB00352,HBB
DB11991,PSMB5
DB03575,GRIN2B
DB05239,MAP2K4
DB00945,ME3
DB01330,APOBEC3A
DB00603,RORC
DB01087,IKBKG
DB16108,FLT4
DB00264,CYP2D6
DB06803,IDH1
DB00502,TAC1
DB00370,ADRA2C
DB15036,KDR
DB00829,GABRG3
DB05936,PLK3
DB00960,HTR2B
DB01068,GABRB1
DB00354,CHRM1
DB00188,PSMA4
DB00641,APOE
DB00544,RBX1
DB06637,KCND3
DB15446,IL17B
DB00982,CYP3A5
DB08073,PIK3CA
DB15942,GMNN
DB01101,CYP1A1
DB00908,KCNK16
DB01211,ITGAM
DB11730,PGR
DB00254,NOS2
DB08871,ESR1
DB00860,CD34
DB00734,HTR6
DB00928,CD247
DB12933,MAP2K1
DB12015,PIK3R5
DB00998,HTR1A
DB12774,PIK3CA
DB09031,CSF2
DB00401,VDR
DB06616,FYN
DB01098,KIF6
DB01195,CYP1A2
DB00511,ATP1B3
DB00544,ABCC2
DB00503,UGT1A3
DB05168,FOLR1
DB11986,GRK5
DB01588,AR
DB02424,CEL
DB00502,HTR1A
DB00324,AR
DB01045,GSTP1
DB06151,MT1E
DB00482,CACNA1B
DB00223,ANXA1
DB12582,TRPV1
DB11737,EGFR
DB12174,HDAC8
DB09072,GABBR1
DB01025,PDE4B
DB15492,CYP1A2
DB12404,GABRB2
DB00625,CYP3A4
DB00563,ADORA2A
DB00273,GABRE
DB11380,AR
DB00188,BCL2L2
DB13051,PIK3R1
DB01118,CYP2C19
DB00213,CYP3A5
DB12867,DRD4
DB00860,NR3C1
DB12712,SCN5A
DB06201,SCN4A
DB16353,TEK
DB01215,GABRG2
DB00007,GNRH1
DB00199,PLK1
DB01340,ACE
DB00343,CACNA1S
DB00627,CYP3A4
DB12601,PIK3R5
DB01016,AQP1
DB00171,ABL1
DB00206,GNRH1
DB13042,AR
DB00238,TCF19
DB00773,UGT1A10
DB00409,CYP1A2
DB01392,ADRA2B
DB00668,HSD17B10
DB12243,VDR
DB00714,ADRA2C
DB06155,CNR1
DB12848,BRAF
DB00772,ACHE
DB07159,ERBB4
DB00328,ADM
DB12512,CRHR1
DB12641,HTT
DB12047,UGT1A
DB00230,CACNA2D2
DB12543,OPRD1
DB01204,RACGAP1
DB00316,BRD2
DB00650,ABCG2
DB00831,HTR2A
DB00398,EGFR
DB11886,PIK3C2B
DB00997,ZEB1
DB00363,SLC6A3
DB00877,BAX
DB14570,AR
DB00760,TNF
DB06333,PTPN1
DB00240,ANXA1
DB08073,CDC42BPB
DB12598,TNF
DB00421,CYP1A2
DB01591,CHRM5
DB01050,CYP3A4
DB00849,GRIK2
DB00502,HSPA4
DB01181,CYP2A6
DB08901,ABL2
DB01216,CYP2C9
DB01254,PPARD
DB11145,AR
DB00476,TEX10
DB08313,TUBA3D
DB11404,EHMT2
DB00661,CACNB1
DB01074,CYP2D6
DB01189,GABRA5
DB00794,SCN5A
DB01254,SMAD3
DB08399,SMN1
DB05075,YES1
DB11787,KRAS
DB00184,CHRNA3
DB03604,THRB
DB12072,KDR
DB12442,TP53
DB00675,CCND1
DB03791,RECQL
DB00648,CYP11A1
DB00993,CYP2D6
DB01558,CYP1A2
DB00175,ABCB11
DB01092,ATP1A1
DB13790,CYP2C19
DB00694,TP53
DB01191,SLC6A4
DB01259,ESR2
DB11160,DRD1
DB11684,TP53
DB11913,CLK2
DB08846,EHMT2
DB01144,CA4
DB00864,PPARA
DB04841,CACNA1I
DB00396,RXRA
DB12237,NOS1
DB00756,SUMO2
DB11762,PSMA6
DB00836,OPRD1
DB05928,ACVR1
DB00347,CACNA1G
DB08960,CHRNA6
DB01235,APEX1
DB00343,CYP2C9
DB01950,CDK2
DB13469,AR
DB01396,NR3C1
DB01054,ABCB1
DB00404,HPGD
DB01239,HTR2A
DB01138,FPR1
DB01262,GSTP1
DB01093,ITGA5
DB01133,IL1B
DB12443,ADORA2A
DB04844,SLC18A1
DB12032,CACNG4
DB00786,MMP3
DB01411,CYSLTR2
DB01229,ABCC1
DB08875,TEK
DB00758,CYP2B6
DB05381,CA1
DB00637,CYP3A4
DB04845,TUBB
DB12962,ROS1
DB00694,RUNX1
DB05197,GMNN
DB00277,ADORA1
DB12885,ADORA1
DB00544,FPGS
DB00598,ADRA1A
DB12615,MRM2
DB04855,CYP3A4
DB00682,CYP4F11
DB01248,ABCB1
DB00814,AR
DB01698,POLK
DB00499,PEBP1
DB00831,RGS4
DB00476,SLC6A2
DB00445,BIRC5
DB02967,GMNN
DB12805,NPR1
DB00458,BDNF
DB01708,GAL
DB00535,ACP1
DB13182,SMN1
DB14840,PDGFRA
DB00625,ABCC2
DB00595,KAT2A
DB06803,RAB9A
DB00363,FAAH
DB00897,GABRA1
DB01177,FEN1
DB00608,TLR7
DB07795,KDM4E
DB00328,KCNE1
DB04744,VDR
DB00363,CHRM1
DB00628,GABRE
DB12643,OXTR
DB06558,EDNRB
DB00783,CYP1A2
DB00563,HGF
DB01076,SCAP
DB00945,PTGS2
DB15137,THRB
DB13182,ESR1
DB08324,MAPK14
DB06637,KCNQ5
DB16217,PIK3CD
DB12400,PIK3CA
DB11991,PSMA8
DB11986,ABL1
DB12962,BLK
DB04845,ESR1
DB00570,TUBA4A
DB09053,YES1
DB06586,PNLIP
DB06075,EGFR
DB15566,AR
DB00188,PSME2
DB03568,HDAC4
DB00928,TP53
DB00625,NR1I2
DB01186,HTR1D
DB00582,CYP2D6
DB13125,MPL
DB00852,CYP2D6
DB11259,NFKB2
DB11611,ITGB2
DB05812,PTEN
DB00162,CXCL8
DB01229,CYP3A5
DB06595,PDGFRA
DB12714,KCNG2
DB01183,RARA
DB00917,TSHR
DB04845,TUB
DB08604,SMAD3
DB12032,CACNA2D3
DB00322,CYP1A2
DB11694,CSNK1G1
DB12015,ESR1
DB00482,CACNB2
DB01437,GABRQ
DB04854,AOX1
DB00935,ADRA2B
DB14840,KIT
DB00499,EHMT2
DB00208,CYP2C19
DB01103,ATAD5
DB04216,XDH
DB00978,EHMT2
DB00293,CDK2
DB13520,EHMT2
DB02709,NFE2L2
DB00328,SLC2A4
DB14185,HTR1A
DB00997,ATRX
DB14089,PTPN11
DB12457,S100A12
DB12044,ADCYAP1R1
DB12593,TPM3
DB00186,GABRA1
DB00987,TYMSOS
DB14904,KRAS
DB11687,NRAS
DB00582,ABCG2
DB12565,HDAC1
DB13044,SMAD3
DB00814,PTGS1
DB11979,SLCO1B1
DB01077,TAC1
DB00755,IL10
DB00509,THRB
DB05928,CLK4
DB08162,ROCK2
DB00368,RECQL
DB06637,KCNQ4
DB12332,ABCB1
DB07810,CYP2C19
DB00449,ADRA2A
DB00242,RRM2
DB11359,CA2
DB05482,HDAC5
DB08816,CYP3A43
DB14177,ALDH1A1
DB00255,PTGES3
DB01042,EHMT2
DB00625,NPSR1
DB12985,HDAC5
DB00217,ADRA2C
DB01645,TGFB1
DB04528,RORC
DB00317,MAPK10
DB08059,PLK1
DB00980,MTNR1A
DB01248,ABCC1
DB00711,ALOX5
DB00420,CHRM1
DB06210,SERPINC1
DB12887,SMARCA4
DB08437,CD34
DB11155,TP53
DB00244,CYP2C19
DB01274,ADRB1
DB06461,CDH17
DB11948,BAX
DB05239,NF1
DB12131,EHMT2
DB12591,JAK1
DB00619,DDR1
DB01115,HSPA4
DB01252,KCNJ11
DB06623,CBX1
DB12012,FAAH
DB11641,TUBB2A
DB00715,HTR1A
DB00352,MYC
DB00472,AR
DB00928,NFE2L2
DB01009,PMP22
DB11833,GRM5
DB01072,ABCC2
DB15666,AR
DB00184,GALR1
DB01198,GABRA3
DB00433,CYP3A4
DB01588,GABRG2
DB00767,HRH1
DB12694,CCKAR
DB00132,CYP3A4
DB00531,BMP7
DB00773,SLIT1
DB12643,AVPR1A
DB12061,DRD4
DB00014,MYOD1
DB01159,GABRB2
DB16232,CDK4
DB12706,PIK3CB
DB00635,ANXA1
DB01125,SMN1
DB06436,USP1
DB00188,PSMC5
DB00553,CYP2A6
DB00091,TCF7L2
DB00523,RARB
DB00339,CYP2D6
DB00304,ESR1
DB05990,NR1H4
DB00455,HIF1A
DB01200,ADRA2C
DB00731,CYP3A4
DB11948,CDK2
DB09225,HTR1E
DB01576,DRD1
DB08399,FEN1
DB04867,USP1
DB01189,GABRG3
DB00178,MMP2
DB00851,CYP3A4
DB08960,CHRNA4
DB09073,DYRK1B
DB01041,CUL4A
DB08846,HSPA8
DB00388,ADRA1A
DB00390,CYP2C9
DB13326,RAPGEF3
DB13178,CCN2
DB08142,CDK12
DB06040,KIF11
DB01232,IDH1
DB00273,GRIA2
DB08142,CDK14
DB02375,MPHOSPH8
DB12500,JAK3
DB14911,VEGFA
DB12695,MAPK3
DB12686,CDK4
DB08912,STAG2
DB01217,ESR1
DB06774,EPOR
DB06309,GNAQ
DB00470,CNR2
DB01030,MUC16
DB00254,NR1I2
DB06589,FYN
DB01235,POLK
DB01121,SCN9A
DB13178,NRAS
DB12712,AR
DB12429,MAP3K2
DB15035,BTK
DB00645,CYP1A2
DB13089,PPARG
DB11457,NFE2L2
DB00624,MYO9B
DB01104,HLA-A
DB11986,PTK2
DB00741,JAG1
DB01595,GABRB2
DB00091,FCGR3B
DB01454,HTR2B
DB00756,PPARD
DB01233,CYP1A2
DB00301,HLA-DQB1
DB09225,HTR1D
DB12369,SGK2
DB11231,CYP7B1
DB00316,OPRM1
DB00776,ABCC2
DB00694,DCK
DB16138,TOP1
DB13343,VDR
DB00741,PC
DB00306,GABRG2
DB00184,DDIT3
DB01023,CACNA1C
DB00755,HIF1A
DB00537,CYP2D6
DB00502,MAPK14
DB00759,CYP3A4
DB00409,CYP3A4
DB00683,GABRE
DB04216,PRKCG
DB00104,SSTR1
DB11490,OPRD1
DB00317,NFKBIA
DB11089,VDR
DB12610,KDM4E
DB13627,CBX1
DB00396,ABL1
DB11986,LYN
DB11428,ADRA1A
DB01427,PDE4B
DB12039,ALB
DB13326,PLK1
DB04338,MINK1
DB00555,CYP2C19
DB06218,CYP2C19
DB05482,HDAC4
DB11380,GMNN
DB04014,MAP4K2
DB00273,CA1
DB11671,KIF11
DB01050,CYP2D6
DB15357,CHRM2
DB11817,GAK
DB00495,ABCC5
DB04216,POLK
DB00184,HTR3B
DB00243,CYP3A4
DB00476,HTR6
DB00482,PPARG
DB11893,AD5
DB00898,KLB
DB05035,THRB
DB00519,CES1
DB06510,REN
DB11890,ITGB3
DB01115,NTS
DB00550,CYP2D6
DB06258,HSF1
DB00176,CYP2C9
DB08162,CDK5
DB15581,CYP3A4
DB00753,GABRP
DB01136,ADRA1A
DB04920,CACNA1C
DB00959,IL2RA
DB11641,TUBA1C
DB12064,MET
DB00628,GABRA2
DB00736,CYP1A2
DB00502,GRIN1
DB11961,MMP12
DB00734,HTR7
DB11694,CLK4
DB00091,ABCG2
DB00898,TJP1
DB11653,MC1R
DB00381,AGT
DB09028,CHRNA2
DB13520,THPO
DB12465,CYP2C9
DB11762,PSMB8
DB15588,PPARA
DB00773,CYP2D6
DB13875,HSD17B10
DB12962,FGFR3
DB02709,ATAD5
DB01275,AOC3
DB01283,HLA-DRB1
DB00773,CYP2C9
DB01107,GABRA2
DB00762,VEGFA
DB01087,CYP1A2
DB00917,PTGFR
DB03203,PCYT1B
DB04824,NR3C1
DB00276,EHMT2
DB12392,HDAC6
DB00682,DDHD1
DB01577,SLC6A2
DB00440,CYP1A2
DB00390,ATP1B2
DB00241,GABRD
DB01204,MAPK1
DB14642,AVPR1B
DB00421,AR
DB01045,RIPOR2
DB11617,CSF2
DB00338,VIP
DB11991,PSMC2
DB00564,HLA-DRB1
DB08162,CHEK2
DB11933,FDPS
DB05608,SRC
DB00997,SP3
DB16063,BRCA2
DB07348,PAX8
DB12268,DPP4
DB06309,PTEN
DB00455,NPSR1
DB01567,GABRA5
DB01132,TRPM3
DB00579,NAT1
DB00877,ABCB1
DB01029,AGTR1
DB12238,GABRA2
DB00477,THPO
DB12703,AKT1
DB11974,PIK3R4
DB09053,ERBB4
DB06809,ACKR3
DB02010,GFAP
DB02010,PRKCI
DB00766,HLA-DRA
DB00999,ADD1
DB00649,HLA-B
DB13061,TYRO3
DB04743,EHMT2
DB11666,PIK3C2A
DB01208,AR
DB11795,PIK3C2A
DB01065,CYP1A2
DB06134,NEK4
DB12429,KRAS
DB00235,PDE2A
DB01088,PTGFR
DB08633,VWF
DB00907,GABRA2
DB00175,SLCO2B1
DB01076,CYP2C19
DB00603,NFE2L2
DB14540,AR
DB14007,KDM4E
DB05009,ADORA3
DB00755,BIRC5
DB12693,HTR2C
DB00537,BAX
DB01594,GABRA1
DB06702,CHRM3
DB00457,ADRA1D
DB00772,HSD17B10
DB00530,HIPK4
DB00317,MAPK8
DB00330,TNF
DB04572,CYP2B6
DB00230,CACNG6
DB11231,PTH
DB00441,PPP1R13L
DB11651,PIK3C3
DB12613,TUBB4B
DB12146,PIK3CB
DB06075,PTEN
DB14975,CYP3A4
DB00502,CNR1
DB00091,MBP
DB01211,ABCB1
DB09570,PSMB5
DB00975,PDE4C
DB06151,E2F1
DB00358,ABCB1
DB00980,MTNR1B
DB00479,CSF2
DB00227,APOA5
DB00482,EDN1
DB11962,PIK3R2
DB04297,HDAC11
DB00586,CYP2C9
DB02021,AKR1B1
DB12044,GCGR
DB06697,CYP2B6
DB00842,UGT2B7
DB00975,TSG101
DB00422,ARSA
DB00555,HNF4A
DB02594,CDA
DB09061,GPR18
DB14141,MAPT
DB01567,GABRG3
DB01115,ALDH1A1
DB12328,PPP1CA
DB11991,PSMB2
DB00601,IL6
DB00832,CACNA1G
DB04665,F9
DB00987,CYP3A4
DB00630,FDPS
DB01073,RRM2
DB11855,CHRM5
DB00594,SCNN1A
DB01268,ABCG2
DB12332,SLCO1B3
DB12360,HRH3
DB11829,PRKCB
DB00206,SLC18A1
DB15124,SCN9A
DB00331,PRKAA1
DB00252,SLC2A1
DB11909,PLA2G5
DB12367,GRIK2
DB15396,ABL1
DB06182,FAP
DB01229,GSTP1
DB11958,CEP43
DB01189,GABRB1
DB00675,DHFR
DB01833,CYP3A4
DB00210,USP1
DB04967,TOP2B
DB01166,CYP2D6
DB14773,EGFR
DB00420,HIF1A
DB00607,NR1I2
DB00982,CA3
DB00635,GATA3
DB00404,GABRB2
DB00493,GSR
DB00091,IL10
DB01076,CYP3A5
DB00850,KCNH2
DB00470,CNR1
DB00266,NQO1
DB12180,PIK3CB
DB01229,KRAS
DB00441,RRM2B
DB12387,PIK3CA
DB09053,TXK
DB05424,YES1
DB00495,ABCB1
DB05075,FGFR2
DB14539,NR3C1
DB00186,GABRA5
DB00145,GRIN2B
DB01559,TSPO
DB00305,AR
DB00563,FPGS
DB05294,LRRK2
DB00236,ALDH1A1
DB00683,UGT1A4
DB11772,MET
DB00371,GABRB2
DB01638,SLC2A4
DB00811,SLC28A2
DB00996,ENO2
DB04881,ABCB1
DB12830,OPRK1
DB11858,RGS4
DB01234,LINC00251
DB15038,HTR3A
DB01399,PTGS2
DB04557,POLK
DB00984,AR
DB00496,CYP2D6
DB01698,GAA
DB00875,ATXN2
DB02546,NFE2L2
DB06151,VWF
DB00757,HTR3C
DB00412,HNF4A
DB00360,PAH
DB00180,CYP1A2
DB00650,KLC1
DB00987,NCOA3
DB00822,CBFB
DB12007,BGLAP
DB00643,GMNN
DB06641,AKT1
DB00363,PIK3CG
DB00806,PDE4D
DB06436,KDR
DB00335,FTO
DB09241,ATM
DB07348,GMNN
DB00997,TOP1
DB12032,CACNG7
DB00694,HDAC10
DB00475,GABRR3
DB13024,SCD
DB00916,CYP3A4
DB15068,EGFR
DB06209,NTRK1
DB08896,VEGFA
DB08313,TUBB2A
DB04853,ADORA2B
DB12307,ROS1
DB00132,ALDH1A1
DB00766,HLA-DRB1
DB01032,SLC22A11
DB05239,NRAS
DB02232,RORC
DB00734,HRH3
DB01085,PRL
DB06637,KCNQ3
DB01933,PRKCA
DB00566,G6PD
DB00866,ADRB1
DB11950,DPP8
DB01072,ABCB1
DB00205,DHFR
DB00436,SLC12A3
DB01224,CYP3A4
DB06616,SIK1
DB00188,PSMB6
DB00656,SLC6A2
DB13469,VDR
DB00715,MTOR
DB04216,ATAD5
DB00273,SCN5A
DB12116,CYP3A4
DB00734,ANKK1
DB00682,NR1I3
DB01236,GABRG1
DB01206,ADK
DB12582,HPGD
DB12400,PIK3C2B
DB06169,TUBB6
DB01222,NR1I2
DB00544,PTEN
DB01590,BRCA2
DB00571,CYP2D6
DB12707,HDAC5
DB00898,ALDH3A1
DB05454,GRIA2
DB09241,FEN1
DB00482,IGFBP3
DB00890,ADRB2
DB09028,CHRNB2
DB08808,ADRB2
DB12126,BDKRB1
DB00481,GPER1
DB00175,ADAMTS1
DB00372,CHRM4
DB01185,PRL
DB00091,CAMLG
DB00763,HLA-B
DB09225,HTR1A
DB01600,BRCA1
DB01219,CYP2D6
DB12465,DRD1
DB13174,BAZ2B
DB01558,GABRA6
DB12681,KRAS
DB09401,BCL2
DB00441,KDR
DB14183,ALOX15
DB01115,MAPK1
DB01174,TAT
DB01064,TSHR
DB00709,SLC22A3
DB00171,RYR3
DB06314,MET
DB00292,ADRA2B
DB00656,SLC6A4
DB00668,ADRA2A
DB00714,EHMT2
DB00987,KMT2A
DB06133,ERBB4
DB01217,KMT2C
DB00624,AMH
DB00945,GP6
DB12925,TUBB6
DB00715,P2RX4
DB00425,CYP3A4
DB04242,CA9
DB04652,AR
DB00636,SCD
DB00398,FGFR3
DB00863,CYP1A2
DB03128,ACE
DB00425,CYP3A5
DB00472,CRHR1
DB00266,NFE2L2
DB00988,ADRA1D
DB00945,NAT1
DB01059,KDM4E
DB00993,TPMT
DB00898,CAV1
DB12714,KCNQ5
DB00434,CYP2D6
DB00531,LIG3
DB01044,HSD17B10
DB12149,MMP9
DB00898,TNRC6A
DB11410,IDH1
DB00328,MYC
DB11457,AR
DB08059,PI4KA
DB00391,CA1
DB04813,NAPEPLD
DB00860,NOTCH1
DB16108,MAPK11
DB00997,ERCC1
DB02967,EHMT2
DB00600,CYP1A2
DB00328,DDIT3
DB01042,FANCC
DB08864,SCN10A
DB00149,CYP2D6
DB05608,KDR
DB00412,PIK3CG
DB11781,METAP1D
DB11397,GMNN
DB01100,MTOR
DB00839,KCNJ1
DB00674,CYP2D6
DB12575,NOS3
DB12610,PLK1
DB11889,GRIN1
DB01234,HSPA8
DB02709,RELA
DB00563,SULT2A1
DB16063,BRCA1
DB01184,ABCB1
DB05076,MTOR
DB11663,PIK3R5
DB00338,HSPB1
DB12218,TP53
DB08839,DRD1
DB00762,CES1
DB00176,CYP1A2
DB01174,NR1I3
DB01215,GABRG1
DB01233,IL2
DB11937,EHMT2
DB11913,CAMK2G
DB00736,CYP2A6
DB00273,GABRA3
DB07347,CYP2D6
DB01236,GABRA6
DB00773,GDF15
DB06641,PIK3CA
DB00412,LPIN1
DB01136,BAZ2B
DB05076,CYP3A4
DB00670,CHRM5
DB00675,KDM4A
DB01226,CHRM2
DB00472,ACE
DB00502,AKAP13
DB00331,KRAS
DB00136,CYP24A1
DB01039,TP53
DB13170,GUCY2C
DB13520,KCNH2
DB09068,HTR1A
DB13318,SGSM3
DB05969,CDK4
DB09079,AKT1
DB00188,PSMB7
DB01388,ATAD5
DB00197,NR1I2
DB00322,ENO2
DB08846,GLS
DB11836,TP53
DB01142,CYP3A4
DB08985,GALR3
DB01048,HLA-B
DB11689,BRAF
DB03148,KDM4A
DB00649,CYP2B6
DB00253,NR3C1
DB00595,HIF1A
DB12116,KDM4E
DB02877,HSD17B10
DB12494,YES1
DB00975,PDE9A
DB09000,HTR2A
DB04845,CYP3A4
DB00372,DRD1
DB08911,RASA1
DB14846,PIK3CA
DB06774,PCNA
DB11969,PTEN
DB08059,HSPA4
DB04743,G6PD
DB00810,CHRNA2
DB00175,BAX
DB12651,NFKB1
DB11864,ADORA2B
DB09225,DRD2
DB07159,MAPK8
DB13766,KCNH2
DB11694,MAPK14
DB05928,MST1R
DB00619,SLC22A4
DB00352,NUDT15
DB04849,MAP2K2
DB00795,G6PD
DB00776,SCN10A
DB00734,CYP1B1
DB04975,NOS2
DB00328,FCGR3B
DB01065,NQO2
DB00586,PLA2G4A
DB00257,CDK1
DB00753,GABRA2
DB00878,HTT
DB00563,SLCO1B3
DB00811,BCL2
DB12111,HTR2A
DB00368,ADRA2B
DB12555,HTR2A
DB00584,CYP3A4
DB00184,CHRNA2
DB00938,AR
DB07352,SMN1
DB00709,ABCC3
DB05220,LRRK2
DB01076,POR
DB13093,KDR
DB00844,OPRD1
DB01129,CYP2C19
DB06182,DPP8
DB12985,HDAC7
DB01189,KCNK18
DB06682,PTGS1
DB00624,FAS
DB12703,PIK3CB
DB00843,CHAT
DB06803,MAPT
DB09073,NRAS
DB07715,RORC
DB01638,F8
DB04845,ERBB2
DB06529,GABRA2
DB00499,TH
DB01933,PRKCG
