pipe_genesymbol,score
A1BG,0.11368403161332748
A1BG-AS1,0.11368403161332748
A1CF,0.1138843616463308
A2M,0.11929964681461908
A2M-AS1,0.11368403161332748
A2ML1,0.1138843616463308
A2MP1,0.11368403161332748
A3GALT2,0.1138843616463308
A4GALT,0.11368403161332748
A4GNT,0.1138843616463308
AAAS,0.11550160599143383
AACS,0.21290171916717543
AACSP1,0.1138843616463308
AADAC,0.1138843616463308
AADACL2,0.1138843616463308
AADACL2-AS1,0.1138843616463308
AADACL3,0.1138843616463308
AADACL4,0.11368403161332748
AADACP1,0.1138843616463308
AADAT,0.11432295324745828
AAGAB,0.14240204205759796
AAK1,0.9516482606999375
AAMDC,0.12047197806053883
AAMP,0.11409902471201622
AANAT,0.1138843616463308
AAR2,0.11368403161332748
AARD,0.11368403161332748
AARS1,0.2702307793783851
AARS2,0.11368403161332748
AARSD1,0.11368403161332748
AASDH,0.2866003573199366
AASDHPPT,0.2197924939248709
AASS,0.12663734397955476
AATBC,0.11368403161332748
AATF,0.11438316354929848
AATK,0.12319435161849257
ABAT,0.6375750415219696
ABCA1,0.12325168486669505
ABCA10,0.5896490022821335
ABCA11P,0.11592408994757988
ABCA12,0.1138843616463308
ABCA13,0.11411224835657044
ABCA17P,0.1428927712154275
ABCA2,0.13476022744675528
ABCA3,0.3259665563971227
ABCA4,0.1138843616463308
ABCA5,0.8910305055318429
ABCA6,0.33232907719942517
ABCA7,0.11415042260749626
ABCA8,0.1142127059672298
ABCA9,0.28332339854117805
ABCA9-AS1,0.1138843616463308
ABCB1,0.11537451121174898
ABCB10,0.14485847551216205
ABCB10P1,0.1138843616463308
ABCB10P3,0.1138843616463308
ABCB10P4,0.1138843616463308
ABCB11,0.1138843616463308
ABCB4,0.11368403161332748
ABCB5,0.11416981551753243
ABCB6,0.11646642005202826
ABCB7,0.11978243985127002
ABCB8,0.12260418153741984
ABCB9,0.15446422004484467
ABCC1,0.18320545918352996
ABCC10,0.12172279744456231
ABCC11,0.1138843616463308
ABCC12,0.1138843616463308
ABCC13,0.1138843616463308
ABCC2,0.11368403161332748
ABCC3,0.11368403161332748
ABCC4,0.14864276259242218
ABCC5,0.8402234216206532
ABCC5-AS1,0.1138843616463308
ABCC6,0.11368403161332748
ABCC6P1,0.1138843616463308
ABCC6P2,0.11368403161332748
ABCC8,0.27921914866184494
ABCC9,0.14300118595540967
ABCD1,0.11368403161332748
ABCD1P2,0.1138843616463308
ABCD1P3,0.1138843616463308
ABCD1P4,0.1138843616463308
ABCD1P5,0.1138843616463308
ABCD2,0.15150542289473348
ABCD3,0.13105817668648073
ABCD4,0.16230899263528467
ABCE1,0.14026578879861523
ABCF1,0.13536366136782932
ABCF2,0.11368403161332748
ABCF2P1,0.1138843616463308
ABCF2P2,0.1138843616463308
ABCF3,0.11368403161332748
ABCG1,0.11390791075562767
ABCG2,0.1151446830300059
ABCG4,0.11368403161332748
ABCG5,0.1138843616463308
ABCG8,0.1138843616463308
ABHD1,0.11368403161332748
ABHD10,0.11368403161332748
ABHD11,0.11368403161332748
ABHD11-AS1,0.11368403161332748
ABHD12,0.21663716791267665
ABHD12B,0.11368403161332748
ABHD13,0.11368403161332748
ABHD14A,0.14117908830288511
ABHD14B,0.11450984596805487
ABHD15,0.11368403161332748
ABHD16A,0.1138873946753862
ABHD17A,0.11368403161332748
ABHD17AP1,0.11368403161332748
ABHD17AP3,0.1138843616463308
ABHD17AP4,0.1138843616463308
ABHD17AP5,0.1138843616463308
ABHD17AP6,0.11368403161332748
ABHD17AP7,0.1138843616463308
ABHD17AP8,0.1138843616463308
ABHD17AP9,0.1138843616463308
ABHD17B,0.11531204182191186
ABHD17C,0.11368403161332748
ABHD18,0.50591670364415
ABHD2,0.4911293029812514
ABHD3,0.1387006893278063
ABHD4,0.11368403161332748
ABHD5,0.11966974980893755
ABHD6,0.14622633610744812
ABHD8,0.11368403161332748
ABI1,0.3268595877162695
ABI1P1,0.1138843616463308
ABI2,0.8215056897975983
ABI3,0.11368403161332748
ABI3BP,0.12213202667882346
ABITRAM,0.11500970209366221
ABITRAMP1,0.1138843616463308
ABL1,0.179131691816931
ABL2,0.3438401231756731
ABLIM1,0.8579266240695159
ABLIM2,0.5754991041514788
ABLIM3,0.21719401876922165
ABO,0.11368403161332748
ABR,0.38182569481367074
ABRA,0.1138843616463308
ABRACL,0.11521019439174578
ABRAXAS1,0.1143562411817789
ABRAXAS2,0.11436344735009617
ABT1,0.11368403161332748
ABT1P1,0.1138843616463308
ABTB1,0.11520967865446244
ABTB2,0.11526843557212436
ACAA1,0.11534612048670755
ACAA2,0.11368403161332748
ACACA,0.9004046849020653
ACACB,0.11532597795610762
ACAD10,0.1245290633575187
ACAD11,0.11368403161332748
ACAD8,0.11682635193600298
ACAD9,0.11659792570422693
ACADL,0.1139432802236399
ACADM,0.2903387229751621
ACADS,0.11368403161332748
ACADSB,0.2810861687320671
ACADVL,0.4519659349877085
ACAN,0.1138843616463308
ACAP1,0.11368403161332748
ACAP2,0.9036237308757886
ACAP3,0.2129922353984938
ACAT1,0.3036997593815862
ACAT2,0.11475812992605021
ACBD3,0.1589604798377118
ACBD4,0.11368403161332748
ACBD5,0.12208656071518882
ACBD6,0.7578943770328579
ACBD7,0.1138843616463308
ACCS,0.11368403161332748
ACCSL,0.1138843616463308
ACD,0.11389566164995753
ACE,0.11368403161332748
ACE2,0.11368403161332748
ACE3P,0.1138843616463308
ACER1,0.12085869207997903
ACER2,0.11390779398956513
ACER3,0.4023034789560075
ACHE,0.1227363850657792
ACIN1,0.2150517315938389
ACKR1,0.11368403161332748
ACKR2,0.11368403161332748
ACKR3,0.11368403161332748
